manifest_version,dataset_id,trajectory_id,source_session,source_session_method,source_path,split,leakage_group,robot_id,camera_id,environment,num_frames,has_traj_data,nominal_dt_s,metric_waypoint_spacing_m,position_unit,yaw_unit,license_id,license_status,processor_version,trajectory_meta_sha256
0.1.0,go_stanford,no23vcF_4_0,no23vcF_4,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_4_0,train,go_stanford:no23vcF_4,Stanford mobile robot,default,campus;indoor,140,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,c3fb1625cba72adcb17d257573d42cb451ad85a1f78572b2610b2bcabfca8f46
0.1.0,go_stanford,no23vcF_51_0,no23vcF_51,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_51_0,test,go_stanford:no23vcF_51,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2e6f421de4eec6c4911f23de4ecb842957e130088bc4a14f0e962159aff9e3bc
0.1.0,go_stanford,no23vcF_52_0,no23vcF_52,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_52_0,train,go_stanford:no23vcF_52,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,28cf2e0e28ba90b339dae29912acaeee99cea2c8b4f535d8c6728b2e622e4f17
0.1.0,go_stanford,no23vcF_52_1,no23vcF_52,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_52_1,train,go_stanford:no23vcF_52,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9f35c1f7518bf78b41d7887782acd68b36c48b582387172630929d68adef98f8
0.1.0,go_stanford,no23vcF_54_0,no23vcF_54,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_54_0,train,go_stanford:no23vcF_54,Stanford mobile robot,default,campus;indoor,18,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,58b7f732126c578d16b6e5c9313665431eb045a4d3ca907b638edd84e8bee0d8
0.1.0,go_stanford,no23vcF_55_0,no23vcF_55,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_55_0,train,go_stanford:no23vcF_55,Stanford mobile robot,default,campus;indoor,23,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f8c3a370f9fd471ce06cd35c1be14f6424abb28e914f78d972d2c3420b77dc47
0.1.0,go_stanford,no23vcF_55_1,no23vcF_55,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_55_1,train,go_stanford:no23vcF_55,Stanford mobile robot,default,campus;indoor,6,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9ce107ffb3eaa63215865b56dfb9a9c2775786911fd52e7cc59a782b980d03d5
0.1.0,go_stanford,no23vcF_56_0,no23vcF_56,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_56_0,train,go_stanford:no23vcF_56,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9de6267434e92ec7a8549dc3ec1f0043eca90d97f91fc6191a640f579118161a
0.1.0,go_stanford,no23vcF_59_0,no23vcF_59,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_59_0,train,go_stanford:no23vcF_59,Stanford mobile robot,default,campus;indoor,98,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,3f778fb59bca09cda4ae9526879bb71fe2cbbace5d9412ec87efb84edd6a6b63
0.1.0,go_stanford,no23vcF_60_0,no23vcF_60,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_60_0,train,go_stanford:no23vcF_60,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b621f9953ae2872bd64600bf09371784cbf1607feb9bf69b500383bb53b7a412
0.1.0,go_stanford,no23vcF_60_1,no23vcF_60,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_60_1,train,go_stanford:no23vcF_60,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,63ca357d8667a442f0d2b3dba45df817b60fc16255031796fd20895b6583baa7
0.1.0,go_stanford,no23vcF_60_2,no23vcF_60,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_60_2,train,go_stanford:no23vcF_60,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b417d39f84df5661b0ad6df86734a721e691d5ed49b4663468961f80eb430d33
0.1.0,go_stanford,no23vcF_63_0,no23vcF_63,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_63_0,train,go_stanford:no23vcF_63,Stanford mobile robot,default,campus;indoor,9,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a29ab18b02ede7fa4a7824e001649c5ae7a65931dfffbf19f057f0b8c4ff9d34
0.1.0,go_stanford,no23vcF_64_0,no23vcF_64,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_64_0,train,go_stanford:no23vcF_64,Stanford mobile robot,default,campus;indoor,26,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,411010214f855f7979702b48f0ad8e7905019558f77a154c270685e7a2233d6b
0.1.0,go_stanford,no23vcF_64_1,no23vcF_64,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_64_1,train,go_stanford:no23vcF_64,Stanford mobile robot,default,campus;indoor,41,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,58b24c8ca54d7c6cea9f89878c8568fb6c28a9f19d383d92ea16af82214bd691
0.1.0,go_stanford,no23vcF_69_0,no23vcF_69,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_69_0,train,go_stanford:no23vcF_69,Stanford mobile robot,default,campus;indoor,14,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2c473c2742b978089eb1f90b3df10b0a1747aa0e78a146e7dcd8f6ad6958ed60
0.1.0,go_stanford,no23vcF_6_0,no23vcF_6,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_6_0,train,go_stanford:no23vcF_6,Stanford mobile robot,default,campus;indoor,30,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,c00d59dfd00cec897a452becda6568d27324cb51f34a41649379c19331a01ae2
0.1.0,go_stanford,no23vcF_6_1,no23vcF_6,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_6_1,train,go_stanford:no23vcF_6,Stanford mobile robot,default,campus;indoor,118,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,cd03a95606e45dff22aaefeac4e2c81779c6390bea7563f3d89c5f10b8a4d589
0.1.0,go_stanford,no23vcF_72_0,no23vcF_72,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_72_0,test,go_stanford:no23vcF_72,Stanford mobile robot,default,campus;indoor,104,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,012a22c05c9652511905b221eb6c87097df39ab8ca04e39e861420c7bfdfc4aa
0.1.0,go_stanford,no23vcF_77_0,no23vcF_77,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_77_0,train,go_stanford:no23vcF_77,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,49822fdabde70ec6b5df410ecb84f8f87e914ab37e8c7e27a8b148347cc1aa3a
0.1.0,go_stanford,no23vcF_7_0,no23vcF_7,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_7_0,train,go_stanford:no23vcF_7,Stanford mobile robot,default,campus;indoor,23,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2af993f24df7c70c3d98db0ea3b37aae366508d799e1c364156e7f971f7c9ac6
0.1.0,go_stanford,no23vcF_80_0,no23vcF_80,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_80_0,train,go_stanford:no23vcF_80,Stanford mobile robot,default,campus;indoor,3,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2592760953ad4ab031aadd81d42340410a3002615b2afc7d03aea0fef61b51de
0.1.0,go_stanford,no23vcF_80_1,no23vcF_80,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_80_1,train,go_stanford:no23vcF_80,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,4a5b952702ea5745d18c8125e97c9f367b4041d9a59775d5c20b1136783286ad
0.1.0,go_stanford,no23vcF_80_2,no23vcF_80,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_80_2,train,go_stanford:no23vcF_80,Stanford mobile robot,default,campus;indoor,13,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f3b8cf05caaddb3c3070fa351088bf258c3875fd5d9f3e7d0d0632a261f9a7f6
0.1.0,go_stanford,no23vcF_83_0,no23vcF_83,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_83_0,train,go_stanford:no23vcF_83,Stanford mobile robot,default,campus;indoor,259,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f9c9a554eb5919917eaed8d3ad88b052741270c20e02b756cdaaa986339e0132
0.1.0,go_stanford,no23vcF_84_0,no23vcF_84,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_84_0,train,go_stanford:no23vcF_84,Stanford mobile robot,default,campus;indoor,12,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,67c00f560a0e643f255d0463a3d5a0f3452742ceb569ef76792d9e0288702b5b
0.1.0,go_stanford,no23vcF_84_1,no23vcF_84,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_84_1,train,go_stanford:no23vcF_84,Stanford mobile robot,default,campus;indoor,150,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,daf5ed328fbe2dcd03cab39974be1be81e92a776c82710fe299efe10d6bfc6d6
0.1.0,go_stanford,no23vcF_84_2,no23vcF_84,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_84_2,train,go_stanford:no23vcF_84,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b975eb01d962c278252aa79633280d207d980331002034f76aaafde8166164eb
0.1.0,go_stanford,no23vcF_87_0,no23vcF_87,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_87_0,train,go_stanford:no23vcF_87,Stanford mobile robot,default,campus;indoor,30,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,ee8b1742f472f2d58ea9f85a7754c7c25b219e14e3fb96b8dcb6fb25d3b840e2
0.1.0,go_stanford,no23vcF_87_1,no23vcF_87,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_87_1,train,go_stanford:no23vcF_87,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2d78bc91342fd5e2c51e561169d2724e7d5e2db784057508828801066b99784e
0.1.0,go_stanford,no23vcF_87_2,no23vcF_87,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_87_2,train,go_stanford:no23vcF_87,Stanford mobile robot,default,campus;indoor,148,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0bfb335089e9a7bd4675a2adcd1043b62585d9b1ef07843711d7faa0020e67d6
0.1.0,go_stanford,no23vcF_87_3,no23vcF_87,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_87_3,train,go_stanford:no23vcF_87,Stanford mobile robot,default,campus;indoor,17,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,04b847f07f3354defa3a694f2163cb3d92e90e483e37b170dfd0e4738bb43cda
0.1.0,go_stanford,no23vcF_88_0,no23vcF_88,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_88_0,train,go_stanford:no23vcF_88,Stanford mobile robot,default,campus;indoor,82,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d90801109fbd2e8dee02295eb1de1af823e21ccfc2d9d045b8a8f32af7d8cd97
0.1.0,go_stanford,no23vcF_89_0,no23vcF_89,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_89_0,train,go_stanford:no23vcF_89,Stanford mobile robot,default,campus;indoor,130,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,fedf34ef309363850a5f1c6fb1e270f0e6adfece57c3568fd719f5de9762f22a
0.1.0,go_stanford,no23vcF_93_0,no23vcF_93,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_93_0,train,go_stanford:no23vcF_93,Stanford mobile robot,default,campus;indoor,104,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b0f7db9b8ca9ea67d0c5e7df55d0f1d8feb23f03800cc1e2dbbc02dc47885954
0.1.0,go_stanford,no23vcF_93_1,no23vcF_93,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_93_1,train,go_stanford:no23vcF_93,Stanford mobile robot,default,campus;indoor,46,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d7e7ae580c8642300977b80ae67a01c2eaeb387903401f1b4650b90bea8fde00
0.1.0,go_stanford,no23vcF_94_0,no23vcF_94,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_94_0,test,go_stanford:no23vcF_94,Stanford mobile robot,default,campus;indoor,270,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,32b47d160ce827f78a2532fa275260c12b4cd0101bcdad0299efc79ce68cfbad
0.1.0,go_stanford,no23vcF_95_0,no23vcF_95,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_95_0,train,go_stanford:no23vcF_95,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,031d1e00825a97203f0d88af3248707b2095ed91d98034890870ded3179dc4d3
0.1.0,go_stanford,no23vcF_96_0,no23vcF_96,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_96_0,train,go_stanford:no23vcF_96,Stanford mobile robot,default,campus;indoor,114,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,c1d37d599b4fe5f56d1af3e9b96986012b14d9e56bc835cc5364c80b59e98f27
0.1.0,go_stanford,no23vcF_98_0,no23vcF_98,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_98_0,train,go_stanford:no23vcF_98,Stanford mobile robot,default,campus;indoor,56,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,ca7cd863e078675e7d1529465699da32c00d75c1ecf819a6a178020310774dd1
0.1.0,go_stanford,no23vcF_9_0,no23vcF_9,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vcF_9_0,train,go_stanford:no23vcF_9,Stanford mobile robot,default,campus;indoor,34,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,72e501011e2fc85f6103be7a89657b48201f8ca20fdda0f1a5601716abde6a12
0.1.0,go_stanford,no23vc_100_0,no23vc_100,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_100_0,train,go_stanford:no23vc_100,Stanford mobile robot,default,campus;indoor,85,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f461e08b8a06ffd6c0cc449ce0361d64293f5ba066808da174267ae49c3bb575
0.1.0,go_stanford,no23vc_100_1,no23vc_100,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_100_1,train,go_stanford:no23vc_100,Stanford mobile robot,default,campus;indoor,238,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5b55dc0ac0a0c6b479f5e91e74b495c916827beeb5ec44f6d222e636d32545a8
0.1.0,go_stanford,no23vc_100_2,no23vc_100,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_100_2,train,go_stanford:no23vc_100,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,469b32607d0301730f644aa4160db40eaebe076f2874a02be680ceffcd180f42
0.1.0,go_stanford,no23vc_100_3,no23vc_100,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_100_3,train,go_stanford:no23vc_100,Stanford mobile robot,default,campus;indoor,3,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5886141270579f6cc12677a076adb83d3733d43c7f918a3892dcafa901b44a21
0.1.0,go_stanford,no23vc_11_0,no23vc_11,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_11_0,train,go_stanford:no23vc_11,Stanford mobile robot,default,campus;indoor,71,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,312039c61769537681c45a758ecb1410532e6b6359df321138a38aa2d60ab9ce
0.1.0,go_stanford,no23vc_13_0,no23vc_13,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_13_0,train,go_stanford:no23vc_13,Stanford mobile robot,default,campus;indoor,8,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a51b53b1d1e95827e08f41f5202872d2493664d0dc14537979dd26c575d01227
0.1.0,go_stanford,no23vc_15_0,no23vc_15,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_15_0,train,go_stanford:no23vc_15,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,1e26a2042b2f568174fad045e742e7cd2f647e58f271cd97fd32c4fac9b1b784
0.1.0,go_stanford,no23vc_17_0,no23vc_17,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_17_0,train,go_stanford:no23vc_17,Stanford mobile robot,default,campus;indoor,5,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,4e83398b86ef9304c218878ef36e2068b98f27faa9d0154b7dc6b6ad60d52f7a
0.1.0,go_stanford,no23vc_18_0,no23vc_18,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_18_0,train,go_stanford:no23vc_18,Stanford mobile robot,default,campus;indoor,112,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2f1400fd824a7b6df7df3f77a2c803083c7a60070d6848f26433e948f30d80ee
0.1.0,go_stanford,no23vc_18_1,no23vc_18,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_18_1,train,go_stanford:no23vc_18,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f24a0d1e1f598e29f4bbec92e341fed3d846e6575f9d7192ca62642149996669
0.1.0,go_stanford,no23vc_19_0,no23vc_19,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_19_0,train,go_stanford:no23vc_19,Stanford mobile robot,default,campus;indoor,176,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0c75ca4ed2fa3804ad5426d8d48d0fdf8063b2201b96348bb1746fae3639bd42
0.1.0,go_stanford,no23vc_19_1,no23vc_19,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_19_1,train,go_stanford:no23vc_19,Stanford mobile robot,default,campus;indoor,158,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f23325bc2d30dcf684cec422635dc9906c6522d73aee2fa2fa9f5052bd32872b
0.1.0,go_stanford,no23vc_20_0,no23vc_20,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_20_0,train,go_stanford:no23vc_20,Stanford mobile robot,default,campus;indoor,16,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2734bba17f0f268bf599348c665b04aba6416784f41227ca0666c406ba3f1712
0.1.0,go_stanford,no23vc_20_1,no23vc_20,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_20_1,train,go_stanford:no23vc_20,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,229aca7c4485025d48826f4c388aca96b25973301224aeb27c731e283a0b90ea
0.1.0,go_stanford,no23vc_23_0,no23vc_23,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_23_0,train,go_stanford:no23vc_23,Stanford mobile robot,default,campus;indoor,85,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,325df6ef0b3d2f4e2e478bcc02f8234138e6aae0bb5f54da75c46ff548db38e1
0.1.0,go_stanford,no23vc_23_1,no23vc_23,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_23_1,train,go_stanford:no23vc_23,Stanford mobile robot,default,campus;indoor,245,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,1f91b953bce5a187026bbc8f8c506b71425c6e52d05b53b54268922e82e133c2
0.1.0,go_stanford,no23vc_23_2,no23vc_23,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_23_2,train,go_stanford:no23vc_23,Stanford mobile robot,default,campus;indoor,211,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,47b9633079255c07fcf7a1552abd30d419258c24ff60b081b85437ec2079d61b
0.1.0,go_stanford,no23vc_24_0,no23vc_24,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_24_0,test,go_stanford:no23vc_24,Stanford mobile robot,default,campus;indoor,56,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b719e01f09426ec733d8537d8be91b9db4ad994b40d30433c9698090f9f02e29
0.1.0,go_stanford,no23vc_27_0,no23vc_27,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_27_0,train,go_stanford:no23vc_27,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,318e7a4da1ae5de7720ca1f4267e677ebf9c95d9f5a0ef9c01d09afbfb88c0a8
0.1.0,go_stanford,no23vc_28_0,no23vc_28,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_28_0,test,go_stanford:no23vc_28,Stanford mobile robot,default,campus;indoor,12,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,91f7702725279e06fea1fe35f4c2093c942dcfddcd5c2bdf7493a1ddb777556b
0.1.0,go_stanford,no23vc_29_0,no23vc_29,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_29_0,train,go_stanford:no23vc_29,Stanford mobile robot,default,campus;indoor,75,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0e4eea89fcf52742f08b02aba5e538ee211cba40d1a14c00626d10eef63c7bad
0.1.0,go_stanford,no23vc_2_0,no23vc_2,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_2_0,train,go_stanford:no23vc_2,Stanford mobile robot,default,campus;indoor,137,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,e454a4a6c85d4fdf6658fca3adc206fec4b07e8cf7f850eaf888efb155f35506
0.1.0,go_stanford,no23vc_2_1,no23vc_2,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_2_1,train,go_stanford:no23vc_2,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,c6476a459e7011818101a0a4dfebafbca324ac514b3ae9e1053765104791e6f3
0.1.0,go_stanford,no23vc_30_0,no23vc_30,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_30_0,train,go_stanford:no23vc_30,Stanford mobile robot,default,campus;indoor,54,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,43b16256e3d00106020b06929e900dad8e33b918e95994bfdd5a89ba80541198
0.1.0,go_stanford,no23vc_32_0,no23vc_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_32_0,train,go_stanford:no23vc_32,Stanford mobile robot,default,campus;indoor,21,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,ab4d52412b3c3d06c677310ac4fb820523648cd15d3de6ea3926780652ec0cac
0.1.0,go_stanford,no23vc_32_1,no23vc_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_32_1,train,go_stanford:no23vc_32,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,18c3a5806ede0683fadfcc50c1c64944b3d0693a4395841ca64b7507d3412ece
0.1.0,go_stanford,no23vc_33_0,no23vc_33,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_33_0,train,go_stanford:no23vc_33,Stanford mobile robot,default,campus;indoor,50,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,913f526395091077f7ff1db7f44f00a5aed5e75e55742027006265b85655755f
0.1.0,go_stanford,no23vc_34_0,no23vc_34,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no23vc_34_0,test,go_stanford:no23vc_34,Stanford mobile robot,default,campus;indoor,38,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5e92b7108aa8781ae91f88e06c4ebfc03431ffca15bde054980173f5a29ebe00
